,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,International Reputation,Weak Foot,SkillMoves,Work Rate,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,League,Speciality
52,M. Hamšík,30,Slovakia,87,87,Napoli,€46.5M,€125K,Right,3.0,5.0,3.0,High/ Medium,LCM,17.0,"Jul 1, 2007",Not on loan,2020,6'0,174lbs,78.0,79.0,74.0,88.0,79.0,86.0,80.0,72.0,83.0,87.0,69.0,68.0,76.0,88.0,66.0,82.0,71.0,84.0,67.0,83.0,56.0,72.0,88.0,86.0,70.0,84.0,75.0,73.0,62.0,8.0,6.0,4.0,14.0,14.0,€79.1M,SERIE A TIM,No Speciality
53,I. Rakitić,30,Croatia,87,87,FC Barcelona,€46.5M,€260K,Right,4.0,3.0,3.0,High/ High,RCM,4.0,"Jul 1, 2014",Not on loan,2021,6'0,172lbs,84.0,83.0,58.0,87.0,80.0,84.0,88.0,84.0,90.0,87.0,66.0,59.0,72.0,77.0,66.0,84.0,39.0,84.0,66.0,90.0,67.0,75.0,79.0,86.0,82.0,81.0,72.0,74.0,70.0,14.0,11.0,12.0,5.0,9.0,€95.3M,LALIGA SANTANDER,No Speciality
54,Piqué,31,Spain,87,87,FC Barcelona,€34M,€240K,Right,4.0,3.0,2.0,High/ Medium,RCB,3.0,"Jul 1, 2008",Not on loan,2022,6'4,187lbs,57.0,64.0,83.0,81.0,57.0,59.0,58.0,43.0,80.0,78.0,49.0,60.0,58.0,84.0,36.0,62.0,74.0,65.0,83.0,51.0,72.0,88.0,58.0,62.0,69.0,86.0,91.0,86.0,84.0,10.0,11.0,14.0,15.0,8.0,€69.7M,LALIGA SANTANDER,Tactician
55,L. Sané,22,Germany,86,92,Manchester City,€61M,€195K,Left,2.0,3.0,4.0,High/ Medium,LW,19.0,"Aug 2, 2016",Not on loan,2021,6'0,165lbs,83.0,81.0,72.0,79.0,85.0,88.0,82.0,68.0,64.0,85.0,93.0,96.0,88.0,81.0,81.0,86.0,64.0,79.0,70.0,78.0,61.0,34.0,84.0,82.0,71.0,78.0,36.0,32.0,35.0,8.0,12.0,9.0,9.0,14.0,€125.1M,PREMIER LEAGUE,Dribbler
56,Bernardo Silva,23,Portugal,86,91,Manchester City,€59.5M,€180K,Left,2.0,3.0,4.0,High/ Medium,RW,11.0,"Jul 1, 2017",Not on loan,2022,5'8,141lbs,85.0,75.0,51.0,85.0,69.0,92.0,83.0,67.0,79.0,91.0,84.0,74.0,90.0,82.0,88.0,70.0,50.0,78.0,48.0,72.0,58.0,49.0,83.0,86.0,68.0,85.0,49.0,44.0,35.0,9.0,10.0,14.0,12.0,9.0,€114.5M,PREMIER LEAGUE,Dribbler
57,Ederson,24,Brazil,86,90,Manchester City,€41.5M,€125K,Left,2.0,3.0,1.0,Medium/ Medium,GK,31.0,"Jul 1, 2017",Not on loan,2025,6'2,190lbs,20.0,14.0,14.0,56.0,18.0,23.0,15.0,20.0,58.0,37.0,64.0,63.0,60.0,86.0,48.0,42.0,58.0,41.0,68.0,18.0,35.0,25.0,20.0,67.0,17.0,70.0,28.0,15.0,8.0,85.0,80.0,91.0,82.0,87.0,€79.9M,PREMIER LEAGUE,Goalkeeper
58,S. Mané,26,Senegal,86,87,Liverpool,€52M,€195K,Right,3.0,4.0,4.0,High/ Medium,LM,10.0,"Jul 1, 2016",Not on loan,2023,5'9,152lbs,73.0,84.0,62.0,79.0,71.0,87.0,74.0,64.0,71.0,86.0,95.0,93.0,91.0,86.0,86.0,82.0,75.0,84.0,67.0,74.0,73.0,35.0,87.0,82.0,71.0,80.0,42.0,42.0,38.0,10.0,10.0,15.0,7.0,14.0,€102.7M,PREMIER LEAGUE,Dribbler
59,V. van Dijk,26,Netherlands,86,88,Liverpool,€44.5M,€165K,Right,3.0,3.0,2.0,Medium/ Medium,LCB,4.0,"Jan 1, 2018",Not on loan,2023,6'4,203lbs,53.0,52.0,82.0,76.0,45.0,70.0,60.0,70.0,78.0,73.0,74.0,77.0,61.0,85.0,49.0,81.0,85.0,71.0,92.0,64.0,81.0,86.0,41.0,59.0,62.0,83.0,88.0,89.0,84.0,13.0,10.0,13.0,11.0,11.0,€87.9M,PREMIER LEAGUE,Strength
60,R. Sterling,23,England,86,89,Manchester City,€56.5M,€195K,Right,3.0,3.0,4.0,High/ Medium,RW,10.0,"Jul 14, 2015",Not on loan,2023,5'7,152lbs,77.0,77.0,38.0,84.0,67.0,88.0,70.0,63.0,69.0,87.0,95.0,92.0,93.0,87.0,93.0,73.0,57.0,78.0,52.0,73.0,38.0,30.0,87.0,77.0,69.0,77.0,47.0,58.0,54.0,15.0,12.0,12.0,15.0,9.0,€108.8M,PREMIER LEAGUE,Dribbler
61,Roberto Firmino,26,Brazil,86,87,Liverpool,€53M,€195K,Right,3.0,4.0,4.0,High/ High,CAM,9.0,"Jul 6, 2015",Not on loan,2023,5'11,168lbs,72.0,87.0,77.0,86.0,81.0,87.0,80.0,65.0,75.0,88.0,78.0,77.0,80.0,86.0,81.0,81.0,81.0,90.0,74.0,76.0,73.0,58.0,87.0,85.0,72.0,87.0,60.0,64.0,42.0,8.0,11.0,9.0,6.0,10.0,€104.7M,PREMIER LEAGUE,Dribbler
62,R. Varane,25,France,86,91,Real Madrid,€50M,€210K,Right,3.0,3.0,2.0,Medium/ High,RCB,4.0,"Jul 1, 2011",Not on loan,2022,6'3,179lbs,36.0,40.0,83.0,75.0,42.0,57.0,46.0,54.0,76.0,77.0,83.0,85.0,63.0,83.0,40.0,52.0,79.0,73.0,84.0,53.0,77.0,82.0,44.0,56.0,43.0,82.0,87.0,88.0,87.0,11.0,11.0,9.0,5.0,14.0,€106.3M,LALIGA SANTANDER,Tackler
63,M. Verratti,25,Italy,86,89,Paris Saint-Germain,€55M,€135K,Right,3.0,4.0,4.0,Medium/ High,LCM,6.0,"Jul 18, 2012",Not on loan,2021,5'5,132lbs,72.0,60.0,55.0,90.0,64.0,90.0,73.0,64.0,89.0,88.0,69.0,62.0,87.0,85.0,94.0,56.0,64.0,77.0,52.0,58.0,89.0,84.0,71.0,87.0,64.0,93.0,78.0,83.0,80.0,12.0,12.0,15.0,15.0,10.0,€105.9M,LIGUE 1 CONFORAMA,Complete Midfielder
64,Alex Sandro,27,Brazil,86,86,Juventus,€36.5M,€160K,Left,3.0,3.0,3.0,High/ High,LB,12.0,"Aug 21, 2015",Not on loan,2020,5'11,176lbs,84.0,55.0,76.0,81.0,68.0,80.0,78.0,59.0,71.0,81.0,83.0,86.0,79.0,84.0,78.0,80.0,79.0,92.0,79.0,72.0,82.0,82.0,70.0,70.0,60.0,82.0,81.0,84.0,84.0,7.0,7.0,9.0,12.0,5.0,€60.2M,SERIE A TIM,Engine
65,Douglas Costa,27,Brazil,86,86,Juventus,€46.5M,€175K,Left,3.0,3.0,5.0,High/ Medium,LM,11.0,"Jul 1, 2018",Not on loan,2022,5'8,154lbs,84.0,67.0,50.0,84.0,76.0,92.0,84.0,78.0,68.0,91.0,97.0,93.0,93.0,84.0,91.0,86.0,61.0,78.0,63.0,80.0,55.0,48.0,76.0,84.0,77.0,84.0,45.0,38.0,34.0,13.0,15.0,9.0,12.0,5.0,€76.7M,SERIE A TIM,Dribbler
66,T. Müller,28,Germany,86,86,FC Bayern München,€45M,€135K,Right,4.0,4.0,3.0,High/ High,CAM,13.0,"Aug 10, 2008",Not on loan,2021,6'1,165lbs,79.0,87.0,82.0,83.0,84.0,75.0,81.0,59.0,72.0,82.0,73.0,75.0,75.0,91.0,72.0,78.0,81.0,87.0,68.0,80.0,57.0,58.0,92.0,85.0,60.0,83.0,44.0,41.0,44.0,6.0,7.0,11.0,14.0,14.0,€74.3M,BUNDESLIGA,Engine
67,Thiago,27,Spain,86,86,FC Bayern München,€45.5M,€130K,Right,3.0,3.0,5.0,Medium/ Medium,CM,19.0,"Jul 14, 2013",Not on loan,2021,5'9,154lbs,72.0,69.0,54.0,90.0,90.0,90.0,85.0,77.0,87.0,90.0,78.0,69.0,90.0,84.0,86.0,75.0,75.0,75.0,59.0,79.0,57.0,78.0,79.0,86.0,75.0,85.0,67.0,63.0,65.0,6.0,11.0,7.0,9.0,13.0,€75.1M,BUNDESLIGA,Dribbler
68,M. Reus,29,Germany,86,86,Borussia Dortmund,€43.5M,€100K,Right,4.0,4.0,4.0,High/ Medium,LM,11.0,"Jul 1, 2012",Not on loan,2023,5'11,157lbs,79.0,87.0,49.0,86.0,90.0,87.0,89.0,84.0,75.0,86.0,86.0,85.0,86.0,87.0,81.0,88.0,70.0,73.0,67.0,86.0,49.0,50.0,88.0,86.0,89.0,84.0,47.0,36.0,45.0,12.0,12.0,13.0,13.0,11.0,€74M,BUNDESLIGA,Complete Forward
69,Azpilicueta,28,Spain,86,86,Chelsea,€35M,€175K,Right,3.0,3.0,2.0,Medium/ Medium,RB,14.0,"Aug 24, 2012",Not on loan,2022,5'10,168lbs,81.0,46.0,76.0,81.0,51.0,69.0,68.0,58.0,80.0,77.0,76.0,76.0,72.0,88.0,73.0,68.0,76.0,87.0,71.0,60.0,82.0,89.0,62.0,74.0,66.0,78.0,88.0,90.0,86.0,13.0,9.0,10.0,6.0,5.0,€64.8M,PREMIER LEAGUE,Tackler
70,L. Bonucci,31,Italy,86,86,Juventus,€30M,€160K,Right,3.0,3.0,2.0,Low/ High,RCB,19.0,"Aug 2, 2018",Not on loan,2023,6'3,187lbs,44.0,48.0,86.0,77.0,58.0,69.0,56.0,61.0,85.0,75.0,57.0,65.0,60.0,84.0,52.0,74.0,85.0,71.0,83.0,65.0,82.0,90.0,38.0,74.0,70.0,86.0,90.0,86.0,80.0,2.0,2.0,3.0,2.0,4.0,€49.5M,SERIE A TIM,Tactician
71,T. Alderweireld,29,Belgium,86,87,Tottenham Hotspur,€39M,€150K,Right,3.0,3.0,2.0,Medium/ Medium,RCB,2.0,"Jul 8, 2015",Not on loan,2020,6'1,179lbs,64.0,45.0,82.0,79.0,38.0,62.0,63.0,69.0,85.0,74.0,61.0,66.0,60.0,86.0,50.0,78.0,84.0,74.0,79.0,65.0,80.0,87.0,58.0,67.0,58.0,81.0,90.0,91.0,86.0,16.0,6.0,14.0,16.0,14.0,€75.1M,PREMIER LEAGUE,Tackler
72,M. Pjanić,28,Bosnia Herzegovina,86,86,Juventus,€44M,€180K,Right,3.0,4.0,3.0,Medium/ Medium,CDM,5.0,"Jul 1, 2016",Not on loan,2023,5'10,159lbs,80.0,60.0,60.0,89.0,72.0,86.0,86.0,92.0,85.0,89.0,66.0,66.0,77.0,84.0,79.0,78.0,61.0,78.0,66.0,82.0,70.0,78.0,70.0,88.0,79.0,86.0,75.0,74.0,70.0,7.0,7.0,13.0,7.0,8.0,€72.6M,SERIE A TIM,Playmaker
73,M. Benatia,31,Morocco,86,86,Juventus,€30M,€160K,Right,3.0,3.0,2.0,Medium/ High,CB,4.0,"Aug 26, 2014",Not on loan,2020,6'2,207lbs,45.0,47.0,83.0,65.0,44.0,64.0,34.0,27.0,65.0,64.0,65.0,75.0,59.0,82.0,53.0,66.0,85.0,69.0,91.0,24.0,86.0,86.0,38.0,47.0,41.0,82.0,89.0,87.0,85.0,7.0,4.0,8.0,7.0,11.0,€49.5M,SERIE A TIM,Strength
74,M. Özil,29,Germany,86,86,Arsenal,€43.5M,€190K,Left,4.0,2.0,4.0,Medium/ Low,CAM,10.0,"Sep 2, 2013",Not on loan,2021,5'11,168lbs,83.0,73.0,54.0,89.0,80.0,84.0,84.0,77.0,82.0,90.0,72.0,69.0,79.0,84.0,70.0,70.0,48.0,69.0,57.0,75.0,48.0,24.0,83.0,91.0,67.0,82.0,24.0,16.0,19.0,6.0,14.0,10.0,6.0,14.0,€82.7M,PREMIER LEAGUE,Playmaker
75,Fernandinho,33,Brazil,86,86,Manchester City,€18M,€185K,Right,3.0,4.0,3.0,Medium/ High,CDM,25.0,"Jul 1, 2013",Not on loan,2020,5'10,148lbs,68.0,69.0,63.0,85.0,74.0,77.0,70.0,72.0,81.0,82.0,68.0,67.0,72.0,86.0,78.0,83.0,76.0,79.0,76.0,78.0,87.0,88.0,70.0,75.0,61.0,79.0,85.0,85.0,80.0,12.0,11.0,5.0,13.0,7.0,€33.3M,PREMIER LEAGUE,Tactician
76,Iniesta,34,Spain,86,86,Vissel Kobe,€21.5M,€21K,Right,4.0,4.0,4.0,High/ Medium,LF,8.0,"Jul 16, 2018",Not on loan,2021,5'7,150lbs,77.0,70.0,54.0,90.0,74.0,90.0,80.0,70.0,85.0,92.0,70.0,67.0,79.0,86.0,84.0,65.0,47.0,55.0,58.0,71.0,58.0,66.0,81.0,93.0,71.0,89.0,67.0,57.0,56.0,6.0,13.0,6.0,13.0,7.0,€26.9M,MEIJI YASUDA J1,Complete Midfielder
77,M. Škriniar,23,Slovakia,85,92,Inter,€46.5M,€82K,Right,1.0,4.0,2.0,Medium/ High,LCB,37.0,"Jul 7, 2017",Not on loan,2022,6'2,176lbs,40.0,42.0,80.0,70.0,40.0,59.0,34.0,30.0,68.0,67.0,70.0,73.0,48.0,81.0,48.0,50.0,78.0,77.0,83.0,30.0,86.0,86.0,30.0,57.0,56.0,80.0,92.0,88.0,82.0,10.0,13.0,12.0,8.0,12.0,€88.4M,SERIE A TIM,No Speciality
78,S. Milinković-Savić,23,Serbia,85,90,Lazio,€50.5M,€73K,Right,2.0,4.0,4.0,High/ Medium,CM,21.0,"Aug 6, 2015",Not on loan,2023,6'3,168lbs,64.0,80.0,86.0,85.0,74.0,86.0,78.0,75.0,85.0,87.0,68.0,70.0,66.0,80.0,59.0,83.0,85.0,85.0,88.0,80.0,73.0,78.0,79.0,85.0,56.0,82.0,75.0,77.0,72.0,7.0,10.0,7.0,16.0,7.0,€89.6M,SERIE A TIM,No Speciality
79,Marco Asensio,22,Spain,85,92,Real Madrid,€54M,€215K,Left,3.0,3.0,4.0,High/ Medium,RW,10.0,"Jul 1, 2015",Not on loan,2023,6'0,168lbs,82.0,82.0,50.0,83.0,79.0,86.0,83.0,76.0,82.0,85.0,85.0,82.0,79.0,82.0,76.0,86.0,58.0,76.0,61.0,88.0,45.0,45.0,82.0,84.0,62.0,83.0,40.0,42.0,39.0,13.0,9.0,6.0,12.0,10.0,€121.5M,LALIGA SANTANDER,No Speciality
80,N. Fekir,24,France,85,89,Olympique Lyonnais,€50M,€92K,Left,3.0,3.0,4.0,High/ Medium,CAM,18.0,"Jul 1, 2013",Not on loan,2020,5'8,165lbs,83.0,82.0,49.0,83.0,77.0,90.0,81.0,79.0,75.0,89.0,79.0,79.0,90.0,80.0,91.0,84.0,69.0,80.0,82.0,82.0,73.0,28.0,81.0,81.0,81.0,89.0,31.0,37.0,25.0,15.0,9.0,8.0,14.0,15.0,€98.8M,LIGUE 1 CONFORAMA,Dribbler
81,Alisson,25,Brazil,85,90,Liverpool,€36.5M,€115K,Right,3.0,3.0,1.0,Medium/ Medium,GK,13.0,"Jul 19, 2018",Not on loan,2024,6'3,201lbs,17.0,13.0,19.0,45.0,20.0,27.0,19.0,18.0,44.0,30.0,54.0,45.0,40.0,84.0,37.0,21.0,52.0,32.0,78.0,14.0,27.0,11.0,13.0,66.0,23.0,65.0,15.0,19.0,16.0,83.0,81.0,85.0,84.0,88.0,€72.1M,PREMIER LEAGUE,Goalkeeper
82,J. Kimmich,23,Germany,85,88,FC Bayern München,€40.5M,€92K,Right,3.0,4.0,3.0,High/ Low,RCM,18.0,"Jul 1, 2015",Not on loan,2023,5'9,154lbs,90.0,66.0,74.0,85.0,61.0,80.0,81.0,61.0,80.0,85.0,78.0,68.0,84.0,85.0,83.0,75.0,79.0,85.0,65.0,69.0,74.0,79.0,80.0,79.0,44.0,82.0,75.0,81.0,79.0,8.0,15.0,7.0,15.0,15.0,€69.9M,BUNDESLIGA,Crosser
83,Saúl,23,Spain,85,90,Atlético Madrid,€50.5M,€77K,Left,3.0,4.0,3.0,High/ High,RCM,6.0,"Jul 1, 2013",Not on loan,2026,6'0,170lbs,69.0,78.0,83.0,85.0,76.0,83.0,72.0,60.0,83.0,85.0,74.0,73.0,76.0,82.0,69.0,78.0,79.0,86.0,77.0,79.0,69.0,78.0,82.0,82.0,55.0,83.0,77.0,79.0,76.0,7.0,13.0,12.0,10.0,9.0,€107.3M,LALIGA SANTANDER,No Speciality
84,R. Mahrez,27,Algeria,85,85,Manchester City,€40.5M,€205K,Left,3.0,4.0,5.0,Medium/ Medium,RW,26.0,"Jul 10, 2018",Not on loan,2023,5'10,148lbs,81.0,80.0,48.0,82.0,72.0,91.0,84.0,78.0,76.0,90.0,88.0,83.0,93.0,77.0,88.0,79.0,61.0,76.0,54.0,81.0,48.0,39.0,80.0,81.0,73.0,86.0,45.0,31.0,18.0,15.0,9.0,13.0,11.0,6.0,€74.9M,PREMIER LEAGUE,Dribbler
85,D. Alaba,26,Austria,85,87,FC Bayern München,€38M,€110K,Left,4.0,4.0,3.0,High/ Medium,LB,8.0,"Feb 10, 2010",Not on loan,2021,5'11,168lbs,81.0,63.0,75.0,82.0,68.0,79.0,78.0,84.0,80.0,83.0,79.0,86.0,79.0,84.0,77.0,83.0,82.0,87.0,71.0,82.0,69.0,84.0,76.0,77.0,80.0,79.0,80.0,82.0,80.0,5.0,7.0,14.0,15.0,9.0,€65.6M,BUNDESLIGA,No Speciality
86,Koke,26,Spain,85,86,Atlético Madrid,€45M,€88K,Right,3.0,4.0,3.0,High/ High,LM,8.0,"Jan 1, 2011",Not on loan,2019,5'9,163lbs,86.0,72.0,61.0,90.0,56.0,82.0,85.0,76.0,89.0,86.0,71.0,68.0,74.0,85.0,78.0,84.0,61.0,90.0,79.0,81.0,71.0,66.0,84.0,87.0,59.0,78.0,80.0,69.0,51.0,14.0,12.0,5.0,10.0,13.0,€95.6M,LALIGA SANTANDER,Complete Midfielder
87,A. Lacazette,27,France,85,86,Arsenal,€45M,€180K,Right,3.0,4.0,4.0,High/ High,ST,9.0,"Jul 5, 2017",Not on loan,2022,5'9,161lbs,64.0,88.0,73.0,80.0,81.0,85.0,74.0,71.0,59.0,83.0,81.0,84.0,85.0,85.0,85.0,83.0,76.0,79.0,73.0,75.0,70.0,42.0,86.0,76.0,84.0,85.0,29.0,42.0,30.0,11.0,6.0,9.0,5.0,6.0,€88.9M,PREMIER LEAGUE,No Speciality
88,K. Manolas,27,Greece,85,87,Roma,€37.5M,€96K,Right,3.0,2.0,2.0,Low/ High,LCB,4.0,"Aug 26, 2014",Not on loan,2022,6'2,183lbs,27.0,10.0,80.0,60.0,16.0,54.0,30.0,10.0,61.0,65.0,80.0,85.0,68.0,85.0,59.0,40.0,86.0,76.0,82.0,12.0,86.0,86.0,25.0,22.0,26.0,79.0,86.0,87.0,89.0,8.0,6.0,8.0,15.0,12.0,€66.6M,SERIE A TIM,Tackler
89,N. Otamendi,30,Argentina,85,85,Manchester City,€28.5M,€170K,Right,3.0,3.0,2.0,High/ High,CB,30.0,"Aug 20, 2015",Not on loan,2022,6'0,179lbs,52.0,54.0,85.0,75.0,57.0,51.0,50.0,39.0,72.0,70.0,57.0,61.0,64.0,79.0,62.0,69.0,92.0,67.0,80.0,56.0,91.0,84.0,51.0,53.0,45.0,80.0,83.0,85.0,84.0,12.0,5.0,8.0,11.0,12.0,€52.7M,PREMIER LEAGUE,No Speciality
90,Parejo,29,Spain,85,85,Valencia CF,€37M,€66K,Right,2.0,4.0,3.0,Medium/ Low,RCM,10.0,"Jul 1, 2011",Not on loan,2020,6'0,163lbs,84.0,79.0,61.0,90.0,72.0,78.0,89.0,90.0,87.0,84.0,51.0,43.0,66.0,78.0,72.0,78.0,51.0,78.0,72.0,82.0,58.0,81.0,81.0,86.0,83.0,78.0,69.0,68.0,60.0,5.0,9.0,12.0,14.0,8.0,€77.7M,LALIGA SANTANDER,No Speciality
91,Paulinho,29,Brazil,85,85,Guangzhou Evergrande Taobao FC,€37M,€235K,Right,3.0,3.0,3.0,High/ High,LDM,9.0,N/A,FC Barcelona,"Jun 30, 2019",6'0,157lbs,64.0,81.0,85.0,84.0,75.0,82.0,66.0,72.0,80.0,84.0,73.0,73.0,69.0,84.0,66.0,83.0,90.0,92.0,81.0,80.0,81.0,81.0,84.0,78.0,71.0,80.0,75.0,81.0,73.0,16.0,16.0,11.0,6.0,8.0,No Release Clause,CSL,Engine
92,W. Szczęsny,28,Poland,85,87,Juventus,€32M,€125K,Right,3.0,3.0,1.0,Medium/ Medium,GK,1.0,"Jul 19, 2017",Not on loan,2021,6'5,198lbs,12.0,12.0,16.0,32.0,14.0,11.0,16.0,14.0,36.0,22.0,51.0,47.0,55.0,82.0,51.0,15.0,71.0,45.0,65.0,14.0,40.0,15.0,14.0,48.0,18.0,65.0,20.0,13.0,12.0,85.0,81.0,71.0,85.0,87.0,€55.2M,SERIE A TIM,Goalkeeper
93,A. Sánchez,29,Chile,85,85,Manchester United,€37.5M,€215K,Right,4.0,3.0,4.0,High/ High,RW,7.0,"Jan 22, 2018",Not on loan,2022,5'7,163lbs,77.0,80.0,73.0,77.0,83.0,87.0,79.0,78.0,75.0,86.0,86.0,79.0,90.0,83.0,87.0,84.0,87.0,83.0,72.0,81.0,79.0,46.0,84.0,82.0,77.0,84.0,38.0,44.0,35.0,10.0,10.0,15.0,12.0,13.0,€69.4M,PREMIER LEAGUE,Dribbler
94,Y. Brahimi,28,Algeria,85,85,FC Porto,€39M,€28K,Right,3.0,3.0,4.0,High/ Medium,LM,8.0,"Jul 22, 2014",Not on loan,2019,5'9,146lbs,79.0,76.0,46.0,79.0,73.0,93.0,84.0,78.0,72.0,86.0,87.0,75.0,92.0,84.0,87.0,69.0,72.0,85.0,49.0,76.0,46.0,38.0,83.0,79.0,75.0,90.0,51.0,36.0,25.0,13.0,16.0,12.0,7.0,7.0,€78M,LIGA NOS,Dribbler
95,J. Boateng,29,Germany,85,85,FC Bayern München,€30M,€115K,Right,4.0,4.0,2.0,Medium/ Medium,RCB,17.0,"Jul 14, 2011",Not on loan,2021,6'4,198lbs,69.0,34.0,85.0,75.0,52.0,64.0,53.0,31.0,83.0,70.0,67.0,72.0,56.0,82.0,52.0,78.0,74.0,69.0,91.0,58.0,81.0,81.0,47.0,75.0,46.0,84.0,84.0,87.0,87.0,7.0,12.0,15.0,6.0,5.0,€49.5M,BUNDESLIGA,Complete Defender
96,A. Vidal,31,Chile,85,85,FC Barcelona,€26M,€205K,Right,4.0,4.0,3.0,Medium/ Medium,CAM,8.0,"Aug 6, 2018",Not on loan,2021,5'11,165lbs,76.0,75.0,82.0,83.0,78.0,76.0,76.0,68.0,79.0,82.0,60.0,55.0,74.0,84.0,75.0,86.0,85.0,83.0,79.0,85.0,93.0,84.0,80.0,80.0,81.0,81.0,82.0,87.0,86.0,4.0,2.0,4.0,2.0,4.0,€53.3M,LALIGA SANTANDER,Tackler
97,I. Perišić,29,Croatia,85,85,Inter,€37.5M,€110K,Right,3.0,5.0,4.0,Medium/ Medium,LM,44.0,"Sep 1, 2015",Not on loan,2022,6'1,176lbs,83.0,79.0,80.0,81.0,81.0,84.0,73.0,75.0,77.0,85.0,84.0,88.0,78.0,81.0,74.0,84.0,84.0,89.0,78.0,79.0,65.0,69.0,85.0,79.0,76.0,80.0,64.0,52.0,54.0,6.0,7.0,10.0,9.0,6.0,€63.8M,SERIE A TIM,No Speciality
98,E. Džeko,32,Bosnia Herzegovina,85,85,Roma,€30.5M,€115K,Right,3.0,5.0,2.0,Medium/ Medium,ST,9.0,"Jul 1, 2015",Not on loan,2020,6'4,185lbs,63.0,89.0,84.0,77.0,77.0,76.0,65.0,54.0,72.0,84.0,65.0,66.0,57.0,83.0,36.0,86.0,66.0,76.0,80.0,79.0,51.0,50.0,89.0,74.0,67.0,83.0,58.0,28.0,16.0,9.0,11.0,13.0,15.0,15.0,€51.9M,SERIE A TIM,No Speciality
99,S. Khedira,31,Germany,85,85,Juventus,€33M,€160K,Right,3.0,4.0,2.0,High/ High,RCM,6.0,"Jul 1, 2015",Not on loan,2021,6'2,198lbs,72.0,72.0,76.0,85.0,78.0,81.0,68.0,68.0,82.0,84.0,54.0,60.0,55.0,87.0,54.0,82.0,68.0,78.0,87.0,78.0,82.0,86.0,79.0,82.0,69.0,84.0,80.0,83.0,76.0,11.0,9.0,5.0,15.0,8.0,€54.5M,SERIE A TIM,Strength
100,Diego Costa,29,Spain,85,85,Atlético Madrid,€38.5M,€100K,Right,4.0,4.0,2.0,High/ Medium,LS,19.0,"Jan 1, 2018",Not on loan,2021,6'2,190lbs,65.0,87.0,82.0,65.0,81.0,77.0,62.0,59.0,52.0,83.0,74.0,76.0,58.0,85.0,53.0,83.0,64.0,76.0,92.0,74.0,93.0,40.0,87.0,74.0,75.0,83.0,58.0,39.0,34.0,11.0,13.0,12.0,8.0,11.0,€78.9M,LALIGA SANTANDER,Strength
101,R. Nainggolan,30,Belgium,85,85,Inter,€35.5M,€105K,Right,3.0,3.0,3.0,High/ High,CAM,14.0,"Jul 1, 2018",Not on loan,2022,5'9,170lbs,73.0,75.0,59.0,84.0,75.0,80.0,73.0,68.0,81.0,85.0,78.0,73.0,76.0,87.0,82.0,84.0,76.0,93.0,77.0,86.0,88.0,86.0,86.0,76.0,63.0,84.0,83.0,86.0,90.0,11.0,11.0,14.0,8.0,11.0,€60.4M,SERIE A TIM,Engine
102,Naldo,35,Brazil,85,85,FC Schalke 04,€9M,€38K,Right,3.0,4.0,2.0,Medium/ Medium,CB,29.0,"Jul 1, 2016",Not on loan,2020,6'6,201lbs,45.0,57.0,94.0,76.0,60.0,60.0,52.0,76.0,70.0,68.0,60.0,65.0,46.0,85.0,36.0,92.0,45.0,61.0,83.0,82.0,72.0,83.0,53.0,59.0,60.0,84.0,86.0,88.0,85.0,14.0,10.0,14.0,8.0,14.0,€15.3M,BUNDESLIGA,No Speciality
103,B. Matuidi,31,France,85,85,Juventus,€26M,€145K,Left,3.0,2.0,2.0,High/ High,LM,14.0,"Aug 18, 2017",Not on loan,2020,5'11,165lbs,75.0,64.0,68.0,83.0,72.0,78.0,65.0,52.0,77.0,79.0,79.0,77.0,83.0,84.0,79.0,78.0,84.0,94.0,76.0,70.0,86.0,86.0,72.0,76.0,56.0,82.0,85.0,84.0,86.0,8.0,11.0,5.0,10.0,14.0,€42.9M,SERIE A TIM,Engine
104,Miranda,33,Brazil,85,85,Inter,€15.5M,€96K,Right,3.0,3.0,2.0,Medium/ High,CB,23.0,"Jul 1, 2017",Not on loan,2020,6'1,172lbs,48.0,43.0,80.0,70.0,51.0,67.0,32.0,39.0,69.0,73.0,66.0,69.0,61.0,81.0,57.0,70.0,82.0,65.0,79.0,41.0,83.0,85.0,43.0,58.0,49.0,81.0,90.0,90.0,85.0,12.0,6.0,10.0,13.0,12.0,€26.4M,SERIE A TIM,No Speciality
105,K. Benzema,30,France,85,85,Real Madrid,€37M,€240K,Right,4.0,4.0,4.0,Medium/ Low,ST,9.0,"Jul 9, 2009",Not on loan,2021,6'1,179lbs,75.0,81.0,80.0,83.0,82.0,83.0,79.0,73.0,62.0,86.0,76.0,76.0,76.0,83.0,66.0,81.0,73.0,75.0,80.0,75.0,65.0,22.0,86.0,85.0,82.0,79.0,47.0,15.0,12.0,13.0,11.0,5.0,5.0,7.0,€75.9M,LALIGA SANTANDER,No Speciality
